Naam zender,Parent,2005,2015
Ned2,root,18.32524272,8.115183246
RTL4,root,17.83980583,19.89528796
Ned1,root,14.44174757,25.39267016
SBS6,root,11.89320388,10.07853403
Ned3,root,7.645631068,6.544502618
RTL5,root,5.582524272,3.795811518
Net5,root,5.218446602,4.45026178
RTL7,root,5.097087379,5.759162304
Veronica,root,3.640776699,3.664921466
Overig,root,10.31553398,12.30366492
